Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
CMS;378117;USD;2016;FY;2016-12-31;2017-02-07;2019-02-05;278900000;278900000;6399000000;-2803000000;3596000000;-2340000000;;;-811000000;1256000000;-442000000;-429000000;814000000;12000000;826000000;-273000000;553000000;;551000000;551000000
CMS;378117;USD;2017;FY;2017-12-31;2018-02-14;2019-02-05;280800000;280800000;6583000000;-2844000000;3739000000;-2401000000;;;-881000000;1338000000;-457000000;-426000000;881000000;5000000;886000000;-424000000;462000000;;460000000;460000000
CMS;378117;USD;2018;FY;2018-12-31;2019-02-05;2021-02-11;282900000;282900000;6873000000;-3058000000;3815000000;-2653000000;;;-933000000;1162000000;-394000000;-447000000;768000000;6000000;774000000;-115000000;659000000;;657000000;657000000
CMS;378117;USD;2019;FY;2019-12-31;2020-02-06;2021-02-11;284300000;284300000;6845000000;-2833000000;4012000000;-2773000000;;;-992000000;1239000000;-420000000;-512000000;819000000;10000000;829000000;-147000000;682000000;;680000000;680000000
CMT;776098;USD;2015;FY;2015-12-31;2016-03-11;2018-03-07;7583000;7623000;199068000;-162816000;36252000;-17754000;-17754000;;;18498000;-330000;-330000;18168000;;18168000;-6118000;12050000;;12050000;12050000
CMT;776098;USD;2016;FY;2016-12-31;2017-03-09;2018-03-07;7621000;7661000;174882000;-146958000;27924000;-16379000;-16379000;;;11545000;-298000;-298000;11247000;;11247000;-3836000;7411000;;7411000;7411000
CMT;776098;USD;2017;FY;2017-12-31;2018-03-07;2018-03-07;7690000;7747000;161673000;-136993000;24680000;-16690000;-16690000;;;7990000;-245000;-245000;7745000;;7745000;-2286000;5459000;;5459000;5459000
CMT;776098;USD;2018;FY;2018-12-31;2019-03-18;2021-02-15;7750000;7750000;269485000;-242344000;27141000;-27838000;-27838000;;;-697000;-2394000;-2394000;-3091000;-2355000;-5446000;664000;-4782000;;-4782000;-4782000
CMT;776098;USD;2019;FY;2019-12-31;2020-03-13;2021-02-15;7830000;7830000;284290000;-262784000;21506000;-28934000;-28934000;;;-7428000;-4144000;-4144000;-11572000;-4006000;-15578000;355000;-15223000;;-15223000;-15223000
CMTL;48404;USD;2016;FY;2016-07-31;2016-10-06;2017-09-27;16972000;16972000;411004000;-239767000;171237000;-150537000;-94932000;-42190000;-13415000;20700000;-7616000;-7616000;13084000;-21276000;-8192000;454000;-7738000;;-7738000;-7738000
CMTL;48404;USD;2017;FY;2017-07-31;2017-09-27;2018-09-26;23433000;23489000;550368000;-332183000;218185000;-193163000;-116080000;-54260000;-22823000;25022000;-11561000;-11561000;13461000;12020000;25481000;-9654000;15827000;;15827000;15827000
CMTL;48404;USD;2018;FY;2018-07-31;2018-09-26;2020-09-29;23825000;24040000;570589000;-346648000;223941000;-188866000;-113922000;-53869000;-21075000;35075000;-10449000;-10449000;24626000;;24626000;5143000;29769000;;29769000;29769000
CMTL;48404;USD;2019;FY;2019-07-31;2019-09-24;2021-10-04;24124000;24302000;671797000;-424357000;247440000;-203366000;-128639000;-56407000;-18320000;44074000;-9280000;-9280000;34794000;-5884000;28910000;-3869000;25041000;;25041000;25041000
CMTL;48404;USD;2020;FY;2020-07-31;2020-09-29;2021-10-04;24798000;24899000;616715000;-389882000;226833000;-190905000;-117130000;-52180000;-21595000;35928000;-5864000;-5864000;30064000;-20754000;9310000;-2290000;7020000;;7020000;7020000
CNC;378107;USD;2015;FY;2015-12-31;2016-02-22;2017-02-21;238201488;246132740;22760000000;-18863000000;3897000000;-3192000000;-1802000000;;;705000000;-8000000;-43000000;697000000;;697000000;-339000000;358000000;-1000000;355000000;355000000
